"ACTIONEVENTID","BATTLE","FIELD","DESC","TARGETTYPE","PARAMETERTYPE","TARGETNAME","ATTR","VAL","P","SPREAD","DCT","ANIMATIONID","ANIMATIONMOVETYPE"
"E00202","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00203","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00204","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00205","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00206","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00207","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00208","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","ALCHEMY","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00209","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00210","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00211","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00212","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00213","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00214","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00215","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00216","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00217","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00218","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00219","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPIRIT","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00220","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00221","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-10","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00222","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-20","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00223","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-30","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00224","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-40","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00225","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-50","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00226","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-60","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00227","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-70","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00228","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-80","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00229","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-90","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00230","TRUE","TRUE","属性ダメージ","ONE","STATUS","HP","SPACE_TIME","-100","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
"E00231","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_WOOD","","0","0.05","0.05","","",""
"E00232","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_WOOD","","0","0.1","0.05","","",""
"E00233","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_WOOD","","0","0.25","0.05","","",""
"E00234","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_WOOD","","0","0.5","0.05","","",""
"E00235","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_WOOD","","0","1","0.05","","",""
"E00236","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_WET","","0","0.05","0.05","","",""
"E00237","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_WET","","0","0.1","0.05","","",""
"E00238","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_WET","","0","0.25","0.05","","",""
"E00239","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_WET","","0","0.5","0.05","","",""
"E00240","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_WET","","0","1","0.05","","",""
"E00241","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_POISON","","0","0.05","0.05","","",""
"E00242","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_POISON","","0","0.1","0.05","","",""
"E00243","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_POISON","","0","0.25","0.05","","",""
"E00244","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_POISON","","0","0.5","0.05","","",""
"E00245","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_POISON","","0","1","0.05","","",""
"E00246","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_FLAME","","0","0.05","0.05","","",""
"E00247","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_FLAME","","0","0.1","0.05","","",""
"E00248","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_FLAME","","0","0.25","0.05","","",""
"E00249","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_FLAME","","0","0.5","0.05","","",""
"E00250","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_FLAME","","0","1","0.05","","",""
"E00251","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_FROZEN","","0","0.05","0.05","","",""
"E00252","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_FROZEN","","0","0.1","0.05","","",""
"E00253","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_FROZEN","","0","0.25","0.05","","",""
"E00254","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_FROZEN","","0","0.5","0.05","","",""
"E00255","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_FROZEN","","0","1","0.05","","",""
"E00256","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_SEAL","","0","0.05","0.05","","",""
"E00257","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_SEAL","","0","0.1","0.05","","",""
"E00258","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_SEAL","","0","0.25","0.05","","",""
"E00259","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_SEAL","","0","0.5","0.05","","",""
"E00260","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_SEAL","","0","1","0.05","","",""
"E00261","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_SLEEP","","0","0.05","0.05","","",""
"E00262","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_SLEEP","","0","0.1","0.05","","",""
"E00263","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_SLEEP","","0","0.25","0.05","","",""
"E00264","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_SLEEP","","0","0.5","0.05","","",""
"E00265","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_SLEEP","","0","1","0.05","","",""
"E00266","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_PARALYS","","0","0.05","0.05","","",""
"E00267","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_PARALYS","","0","0.1","0.05","","",""
"E00268","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_PARALYS","","0","0.25","0.05","","",""
"E00269","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_PARALYS","","0","0.5","0.05","","",""
"E00270","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_PARALYS","","0","1","0.05","","",""
"E00271","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_CONFUSION","","0","0.05","0.05","","",""
"E00272","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_CONFUSION","","0","0.1","0.05","","",""
"E00273","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_CONFUSION","","0","0.25","0.05","","",""
"E00274","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_CONFUSION","","0","0.5","0.05","","",""
"E00275","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_CONFUSION","","0","1","0.05","","",""
"E00276","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_SWOON","","0","0.05","0.05","","",""
"E00277","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_SWOON","","0","0.1","0.05","","",""
"E00278","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_SWOON","","0","0.25","0.05","","",""
"E00279","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_SWOON","","0","0.5","0.05","","",""
"E00280","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_SWOON","","0","1","0.05","","",""
"E00281","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_MADNESS","","0","0.05","0.05","","",""
"E00282","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_MADNESS","","0","0.1","0.05","","",""
"E00283","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_MADNESS","","0","0.25","0.05","","",""
"E00284","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_MADNESS","","0","0.5","0.05","","",""
"E00285","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_MADNESS","","0","1","0.05","","",""
"E00286","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_TRUE_MADNESS","","0","0.05","0.05","","",""
"E00287","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_TRUE_MADNESS","","0","0.1","0.05","","",""
"E00288","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_TRUE_MADNESS","","0","0.25","0.05","","",""
"E00289","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_TRUE_MADNESS","","0","0.5","0.05","","",""
"E00290","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_TRUE_MADNESS","","0","1","0.05","","",""
"E00291","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_GOLDY","","0","0.05","0.05","","",""
"E00292","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_GOLDY","","0","0.1","0.05","","",""
"E00293","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_GOLDY","","0","0.25","0.05","","",""
"E00294","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_GOLDY","","0","0.5","0.05","","",""
"E00295","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_GOLDY","","0","1","0.05","","",""
"E00296","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_CUT","","0","0.05","0.05","","",""
"E00297","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_CUT","","0","0.1","0.05","","",""
"E00298","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_CUT","","0","0.25","0.05","","",""
"E00299","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_CUT","","0","0.5","0.05","","",""
"E00300","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_CUT","","0","1","0.05","","",""
"E00301","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_DESTROY","","0","0.05","0.05","","",""
"E00302","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_DESTROY","","0","0.1","0.05","","",""
"E00303","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_DESTROY","","0","0.25","0.05","","",""
"E00304","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_DESTROY","","0","0.5","0.05","","",""
"E00305","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_DESTROY","","0","1","0.05","","",""
"E00306","TRUE","TRUE","状態異常付与稀","ONE","ADD_CONDITION","C_DEAD","","0","0.05","0.05","","",""
"E00307","TRUE","TRUE","状態異常付与低","ONE","ADD_CONDITION","C_DEAD","","0","0.1","0.05","","",""
"E00308","TRUE","TRUE","状態異常付与中","ONE","ADD_CONDITION","C_DEAD","","0","0.25","0.05","","",""
"E00309","TRUE","TRUE","状態異常付与高","ONE","ADD_CONDITION","C_DEAD","","0","0.5","0.05","","",""
"E00310","TRUE","TRUE","状態異常付与確定","ONE","ADD_CONDITION","C_DEAD","","0","1","0.05","","",""
"E00311","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_WOOD","","0","0.05","0.05","","",""
"E00312","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_WOOD","","0","0.1","0.05","","",""
"E00313","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_WOOD","","0","0.25","0.05","","",""
"E00314","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_WOOD","","0","0.5","0.05","","",""
"E00315","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_WOOD","","0","1","0.05","","",""
"E00316","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_WET","","0","0.05","0.05","","",""
"E00317","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_WET","","0","0.1","0.05","","",""
"E00318","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_WET","","0","0.25","0.05","","",""
"E00319","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_WET","","0","0.5","0.05","","",""
"E00320","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_WET","","0","1","0.05","","",""
"E00321","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_POISON","","0","0.05","0.05","","",""
"E00322","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_POISON","","0","0.1","0.05","","",""
"E00323","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_POISON","","0","0.25","0.05","","",""
"E00324","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_POISON","","0","0.5","0.05","","",""
"E00325","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_POISON","","0","1","0.05","","",""
"E00326","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_FLAME","","0","0.05","0.05","","",""
"E00327","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_FLAME","","0","0.1","0.05","","",""
"E00328","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_FLAME","","0","0.25","0.05","","",""
"E00329","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_FLAME","","0","0.5","0.05","","",""
"E00330","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_FLAME","","0","1","0.05","","",""
"E00331","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_FROZEN","","0","0.05","0.05","","",""
"E00332","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_FROZEN","","0","0.1","0.05","","",""
"E00333","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_FROZEN","","0","0.25","0.05","","",""
"E00334","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_FROZEN","","0","0.5","0.05","","",""
"E00335","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_FROZEN","","0","1","0.05","","",""
"E00336","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_SEAL","","0","0.05","0.05","","",""
"E00337","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_SEAL","","0","0.1","0.05","","",""
"E00338","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_SEAL","","0","0.25","0.05","","",""
"E00339","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_SEAL","","0","0.5","0.05","","",""
"E00340","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_SEAL","","0","1","0.05","","",""
"E00341","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_SLEEP","","0","0.05","0.05","","",""
"E00342","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_SLEEP","","0","0.1","0.05","","",""
"E00343","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_SLEEP","","0","0.25","0.05","","",""
"E00344","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_SLEEP","","0","0.5","0.05","","",""
"E00345","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_SLEEP","","0","1","0.05","","",""
"E00346","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_PARALYS","","0","0.05","0.05","","",""
"E00347","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_PARALYS","","0","0.1","0.05","","",""
"E00348","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_PARALYS","","0","0.25","0.05","","",""
"E00349","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_PARALYS","","0","0.5","0.05","","",""
"E00350","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_PARALYS","","0","1","0.05","","",""
"E00351","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_CONFUSION","","0","0.05","0.05","","",""
"E00352","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_CONFUSION","","0","0.1","0.05","","",""
"E00353","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_CONFUSION","","0","0.25","0.05","","",""
"E00354","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_CONFUSION","","0","0.5","0.05","","",""
"E00355","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_CONFUSION","","0","1","0.05","","",""
"E00356","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_SWOON","","0","0.05","0.05","","",""
"E00357","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_SWOON","","0","0.1","0.05","","",""
"E00358","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_SWOON","","0","0.25","0.05","","",""
"E00359","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_SWOON","","0","0.5","0.05","","",""
"E00360","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_SWOON","","0","1","0.05","","",""
"E00361","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_MADNESS","","0","0.05","0.05","","",""
"E00362","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_MADNESS","","0","0.1","0.05","","",""
"E00363","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_MADNESS","","0","0.25","0.05","","",""
"E00364","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_MADNESS","","0","0.5","0.05","","",""
"E00365","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_MADNESS","","0","1","0.05","","",""
"E00366","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.05","0.05","","",""
"E00367","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.1","0.05","","",""
"E00368","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.25","0.05","","",""
"E00369","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_TRUE_MADNESS","","0","0.5","0.05","","",""
"E00370","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_TRUE_MADNESS","","0","1","0.05","","",""
"E00371","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_GOLDY","","0","0.05","0.05","","",""
"E00372","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_GOLDY","","0","0.1","0.05","","",""
"E00373","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_GOLDY","","0","0.25","0.05","","",""
"E00374","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_GOLDY","","0","0.5","0.05","","",""
"E00375","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_GOLDY","","0","1","0.05","","",""
"E00376","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_CUT","","0","0.05","0.05","","",""
"E00377","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_CUT","","0","0.1","0.05","","",""
"E00378","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_CUT","","0","0.25","0.05","","",""
"E00379","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_CUT","","0","0.5","0.05","","",""
"E00380","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_CUT","","0","1","0.05","","",""
"E00381","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_DESTROY","","0","0.05","0.05","","",""
"E00382","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_DESTROY","","0","0.1","0.05","","",""
"E00383","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_DESTROY","","0","0.25","0.05","","",""
"E00384","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_DESTROY","","0","0.5","0.05","","",""
"E00385","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_DESTROY","","0","1","0.05","","",""
"E00386","TRUE","TRUE","状態異常回復稀","ONE","REMOVE_CONDITION","C_DEAD","","0","0.05","0.05","","",""
"E00387","TRUE","TRUE","状態異常回復低","ONE","REMOVE_CONDITION","C_DEAD","","0","0.1","0.05","","",""
"E00388","TRUE","TRUE","状態異常回復中","ONE","REMOVE_CONDITION","C_DEAD","","0","0.25","0.05","","",""
"E00389","TRUE","TRUE","状態異常回復高","ONE","REMOVE_CONDITION","C_DEAD","","0","0.5","0.05","","",""
"E00390","TRUE","TRUE","状態異常回復確定","ONE","REMOVE_CONDITION","C_DEAD","","0","1","0.05","","",""
"E00391","TRUE","TRUE","HP斬撃5","TEAM","STATUS","HP","CHOP","-5","0.925","0.05","USE_DAMAGE_CALC","AA01","TGT"
